user,followers,Friends,Tweets,Retweets
nataliauci16,9090.0,4733.0,0,2
JAEscorciaR,171.0,843.0,0,1
lavozdelaarena,148.0,205.0,0,1
graterolls,23.0,46.0,0,1
unescohn,23.0,48.0,0,4
IArregui,5.0,128.0,0,1
photoviajando,765.0,1654.0,1,0
leonardombaez,2850.0,3360.0,2,0
mariapaolalugo2,335.0,1281.0,0,4
consulcu,3749.0,903.0,0,1
AntonioSalort,786.0,970.0,1,0
asanchez_pe,1701.0,179.0,1,0
arqoctaviofh,217.0,178.0,0,1
MercedesFdezVa2,165.0,268.0,0,1
LorenaRiosC,2179.0,1551.0,0,1
adaagua,89.0,253.0,0,1
yarithtannos,23748.0,11527.0,0,1
elenalopezmozos,81.0,88.0,0,2
laruecaas,3920.0,682.0,3,1
s8109ady,474.0,733.0,0,1
moiacost,258.0,74.0,0,2
sed_mataro,17.0,30.0,0,1
sajumox,773.0,2604.0,0,2
rolandotrejos1,328.0,143.0,0,1
SecMetas,12618.0,325.0,0,3
ANTONIOMACIASPI,1341.0,1163.0,0,2
fcojesusdemanue,199.0,497.0,0,1
ASHECOVA,2870.0,4353.0,0,1
ideas_es,6657.0,1765.0,1,0
cepymearagon,3062.0,803.0,4,0
Emilia97621508,148.0,285.0,0,1
noleas_,17.0,32.0,0,3
maarms18,270.0,1086.0,0,1
mestebanruiz,551.0,886.0,0,1
jminanocanovas,281.0,64.0,0,1
maria_tapiab,66.0,330.0,0,1
turpial2015,1030.0,1387.0,0,1
Katakijano,567.0,726.0,1,0
Mariaal30235559,7.0,14.0,1,0
MartaNaranjoc,79.0,149.0,0,1
Ssocialesgob,5332.0,765.0,2,0
gbardesio,87.0,560.0,0,3
EduardoH_Coach,88.0,321.0,0,1
DVivas,1879.0,3661.0,0,1
WDNArgentina,841.0,125.0,0,1
anvald81,1323.0,1241.0,0,3
eva_tejo,56.0,117.0,0,2
ComunidadMujer,27310.0,2495.0,0,1
NutriologaDalia,4.0,62.0,0,1
Claudio01865978,35.0,34.0,0,2
spgamino_g,119.0,504.0,0,7
jvillasanad,914.0,736.0,1,0
Lugarenos2008,692.0,182.0,0,1
aluina,230.0,309.0,0,1
JPTicona,576.0,445.0,0,2
miicaelsilvalde,32.0,234.0,0,1
jcelada,1739.0,1304.0,0,1
sansone_lucas,7.0,34.0,0,1
dLuycias,1643.0,4434.0,0,1
JuanCLastirii,2103.0,740.0,0,1
AlcorEss,1026.0,1174.0,0,3
Macarenaperez97,237.0,179.0,0,1
hangelagonzalez,1048.0,1424.0,0,1
maol_restre,4079.0,4448.0,0,1
SpainUN,15126.0,1138.0,2,1
apyepes,283.0,393.0,0,2
CECODES,4066.0,559.0,6,0
tatianarangod,351.0,692.0,0,1
LucianoDopico,621.0,2337.0,0,1
rednaranjaorg,2661.0,520.0,0,2
Lvallejo111,146.0,259.0,0,1
silviabarreiroa,948.0,947.0,0,1
Lissettesardina,427.0,616.0,0,1
tonioalmaraz58,110.0,651.0,0,1
fjbengochea,142.0,310.0,0,1
tanyagarcia22,391.0,912.0,0,1
ViRyGoP,221.0,284.0,0,1
duniaorellana,1303.0,2019.0,0,2
JjospinaJohn,76.0,125.0,0,1
GutiFF,140.0,260.0,0,1
Rocoman68,86.0,245.0,0,1
gcastellanos8,78.0,52.0,0,1
COPEVAL_GobOax,3201.0,882.0,1,3
clvor,998.0,869.0,0,1
ASVATP,2330.0,2469.0,0,1
AngyeRincon2,94.0,797.0,0,1
IgnacioSoleto,759.0,988.0,0,1
FundCajaNavarra,4109.0,2284.0,1,0
yerjica,134.0,476.0,0,1
faodominicana,2437.0,134.0,2,0
EAFIT,123216.0,9786.0,1,0
ana_hernp,191.0,689.0,1,0
sofvelce,193.0,663.0,0,2
ConsulmexFila,1961.0,1069.0,0,1
TEDxValladolid,6520.0,6329.0,0,1
RedRedesDLS,23.0,101.0,0,1
germar22,248.0,1049.0,0,1
JorgeMelguizo,10635.0,1749.0,0,1
asaromayra,63.0,322.0,0,1
OIMCentroAmer,3792.0,1155.0,2,4
iProspectES,1166.0,583.0,0,1
Dianova_org,2342.0,2352.0,0,1
MMM_Academy,203.0,684.0,2,0
dinapsis,1249.0,1014.0,0,1
rfuente22,501.0,1050.0,0,1
JuanManzurOK,16722.0,121.0,2,0
ANDREMARIAR,742.0,701.0,0,2
IUDCUCM,618.0,507.0,2,2
ManzanillaMiel5,302.0,3714.0,0,1
lfeijoo25,149.0,219.0,1,0
MansoCelina,48.0,100.0,0,1
Andreita_ae,2311.0,1006.0,0,1
CristinaCabezon,8738.0,2338.0,0,1
ciudades2030,1387.0,5000.0,0,11
RobertoRosquete,203.0,427.0,0,2
AprenderG,27572.0,1051.0,0,1
ch_ebner,161.0,54.0,0,1
pilar_ccoo,1124.0,1323.0,0,1
RodrigoLlana,71.0,203.0,0,1
CalixtoDme,51.0,55.0,0,1
Elena_Gil_Liza,1779.0,157.0,0,3
FFFChile,710.0,35.0,0,1
reginacc_,878.0,828.0,1,0
EgresadxsFIC,63.0,50.0,0,2
AGFernandezOK,1953.0,2695.0,0,1
jlyzuel,686.0,971.0,0,3
ophi_oxford,6387.0,722.0,1,0
vehiculos_de,44.0,356.0,0,1
DolorsAixala,220.0,849.0,1,2
erlamorales,174.0,301.0,0,1
redverdeflex,593.0,423.0,0,9
Shonni19,67.0,304.0,0,1
Icariana,3666.0,3561.0,0,1
GerardoJumi,3992.0,4414.0,0,2
rafaelrubiato,681.0,1163.0,0,1
DavidhernadezT,342.0,993.0,0,2
yenifer_lopez3,148.0,176.0,0,2
robertosolinsur,1410.0,1896.0,0,3
pandaoso4,313.0,784.0,0,1
Mario_ridarraga,64.0,1029.0,0,3
PivpcGobCan,470.0,401.0,0,1
IvanniTayabas,2383.0,2057.0,0,1
VictorioGarcia2,171.0,225.0,0,1
AdanAlgaba,709.0,1420.0,0,1
sofguti0,96.0,41.0,0,2
MEugeniaDAngelo,67.0,684.0,1,0
menejoven,694.0,591.0,0,1
julio19681220,28.0,60.0,0,1
CamiloMontes,13039.0,1068.0,0,1
Patriguerrero,464.0,583.0,0,1
clhaho,91.0,186.0,0,1
Pcasbri,1450.0,1392.0,1,0
unodcesp,16563.0,202.0,0,1
GuastiniLuis,603.0,1409.0,0,1
almamsilva,456.0,1552.0,0,1
andradefederico,831.0,2296.0,0,1
walterscansetti,1797.0,1199.0,0,1
andreslabella,703.0,903.0,3,0
fundacionfade,1958.0,826.0,3,0
mnlenjuanes1974,115.0,1396.0,0,1
gorbeagizon,128.0,506.0,0,1
fededesousa,217.0,260.0,0,1
FerransHferrans,325.0,1069.0,0,1
GRETNENA,1126.0,2031.0,0,2
COFIDES,4093.0,2039.0,7,0
silvisaes,1580.0,1001.0,0,1
carlospineyroa,841.0,487.0,0,1
Edudesarrollo,11857.0,5897.0,0,2
ComisionODSRD,300.0,165.0,1,18
tala2610,175.0,349.0,0,1
ElenaRguez_89,83.0,236.0,1,1
Ramoncuba7,922.0,4627.0,0,1
jm_onaindia,5005.0,1414.0,0,2
litapaparoniUNV,197.0,139.0,0,3
jrlagunilla,1053.0,1072.0,0,2
kahtanalani,313.0,405.0,0,1
Mapamacias,1330.0,2597.0,0,2
Cesarbuenrostro,9455.0,6396.0,0,1
GIZEcuador,1738.0,650.0,0,1
henaoivan04,200.0,720.0,0,1
AsuntosInter_Ch,182.0,510.0,0,1
pablobonastre,327.0,1538.0,0,1
BethelmyLisbeth,770.0,1185.0,0,1
AMAEPICHINCHA,8.0,118.0,0,1
pata_marques,184.0,460.0,0,1
gomezyr36,63.0,415.0,0,1
rojaslinag,24.0,130.0,0,1
danielrojas1414,1190.0,3276.0,0,1
MexicoesCiencia,4068.0,2392.0,0,1
_aeress_,907.0,478.0,0,2
MonicaBritoRC,4566.0,1778.0,0,1
RhadaNeris,96.0,256.0,0,1
CGCID_oficial,693.0,323.0,0,1
cmmmlg,374.0,260.0,0,1
juan_kblanco,525.0,336.0,0,1
anayacsi,2629.0,3783.0,0,1
AlfonsoMA68,47.0,120.0,0,1
extransp,425.0,288.0,0,1
colsangregorio,857.0,421.0,1,3
ProbiomasaARG,1296.0,74.0,0,1
jasanchezcal,56.0,121.0,0,1
juliansaenzs,358.0,2223.0,0,1
CarlosRedadelco,567.0,1916.0,0,2
Amedelia1,4.0,82.0,0,1
HablemosDDiseno,56.0,215.0,0,1
CONEPPanama,5286.0,1466.0,1,0
Misabedh,175.0,428.0,0,1
aerogalapagos,729.0,164.0,0,1
AdanTierraYlib1,109.0,1216.0,0,1
Smiguenz,819.0,910.0,1,0
madodibe,534.0,697.0,1,0
AsocAMAPyP,860.0,1190.0,0,1
germangarcesmar,211.0,45.0,0,4
omaracevedora,3634.0,1342.0,0,2
SincroAsesores,286.0,347.0,2,2
manupleguezuelo,2146.0,1425.0,0,15
MisionVienaOI,1269.0,481.0,0,1
harcandwinroo,6.0,47.0,0,1
carlossantis_,101.0,133.0,0,1
PameGalindo5,90.0,280.0,0,1
LCiarreta,4.0,65.0,0,1
AmparoSegarra1,131.0,467.0,0,1
DiploGobAbierto,1025.0,423.0,0,1
MInesMartinez,379.0,720.0,0,1
longinosmarin,699.0,307.0,0,7
yamila_busto,328.0,137.0,0,1
unhabitatyouth,35688.0,12355.0,0,1
InfoFBYCC,557.0,295.0,0,1
ropenuel,63.0,307.0,0,1
BernalCarlos9,2.0,2.0,0,1
AlainCuenca,3749.0,723.0,0,1
ricktur_2013,158.0,227.0,0,1
TomeuCuiner,1353.0,2449.0,0,2
ClauZ2018,7.0,77.0,0,1
facosta21,306.0,874.0,0,1
MaiteRivas8,12.0,146.0,0,1
JuanGR,574.0,682.0,0,1
AnaMaCDMX,109.0,400.0,1,1
jaimero75502606,27.0,61.0,0,2
MoniPizani,1418.0,340.0,0,7
tgarcmar,592.0,1813.0,0,1
josegerardoalm1,122.0,218.0,0,1
severosousag,1966.0,345.0,0,1
romeohd,790.0,1502.0,0,1
3milyl0p3z,170.0,226.0,0,1
dencuf,157.0,466.0,0,1
RamnDorantes1,146.0,150.0,0,1
gerenciaycambio,9908.0,9439.0,0,1
rmateuTT,50.0,366.0,0,1
gipUniovi,558.0,893.0,1,1
machicam,278.0,404.0,2,0
medioambUCM,492.0,318.0,0,1
donosticup,3555.0,333.0,0,1
Alberto96296395,91.0,248.0,0,1
dannaaro,142.0,66.0,0,2
BridgetGosi,1142.0,1150.0,0,3
AnkeSchwind,370.0,2941.0,0,1
RicardoArteaga_,772.0,2789.0,0,1
EcGius,587.0,711.0,0,1
mluisalmunicio,766.0,1233.0,1,1
MJusticiaPy,16696.0,765.0,1,0
GrupoSUR_UAndes,114.0,52.0,1,0
ncjimenezgil,877.0,770.0,0,1
rosasiles,1772.0,1073.0,1,1
Alemartin_0,51.0,66.0,0,1
TarazonaPlural,149.0,212.0,0,1
marcemartorelli,2708.0,1555.0,0,1
fmsilvestre,2577.0,3035.0,0,1
atomasportillo,91.0,132.0,0,1
marileonpad,290.0,567.0,0,1
gerard0garcia,286.0,820.0,1,0
gabrieldeler,315.0,800.0,2,4
FranciscoRenLp1,64.0,105.0,0,1
rbarrerabarbosa,247.0,334.0,0,1
AlfOnshuus,264.0,249.0,0,1
consorseguros,1089.0,59.0,3,0
mujeres_acceso,61.0,180.0,1,0
IntendenciaRM,138353.0,5401.0,0,2
palomacana,400.0,342.0,0,1
ConsulCubaManau,2549.0,171.0,0,1
VctorMa38727792,378.0,622.0,0,2
Ihobe_Eus,3231.0,1244.0,0,1
aguirre_mikel,1106.0,648.0,0,1
SDGLabSchools,857.0,910.0,0,1
Jesus_Tortosa,1216.0,3659.0,0,3
PilarMG04,183.0,1303.0,0,1
dpontarlier,3383.0,241.0,0,1
ninettrr,58.0,478.0,0,4
MelbaPe41034904,37.0,91.0,0,1
Marga1985r,283.0,351.0,0,1
aangeltellez,626.0,1358.0,0,1
visitlagraciosa,36.0,76.0,0,1
lsolisfranco,103.0,186.0,0,1
AhaInclusion,515.0,1042.0,3,0
SajaNansa,1069.0,204.0,1,0
AIEP,36799.0,140.0,2,0
nicotepasas,516.0,256.0,0,1
mariajuliareyna,667.0,692.0,0,1
estelabo,1129.0,262.0,0,4
SusanaPerezCa1,55.0,95.0,0,2
LetyMuoz9,9.0,209.0,0,1
jiba1971,268.0,334.0,0,1
RespSocialUE,2001.0,1099.0,0,1
EmbacubaRumania,418.0,130.0,0,5
PSOEMx,762.0,585.0,0,1
SolangelViana,56.0,99.0,0,2
DownEspana,21762.0,231.0,1,0
VzqzPilar,1111.0,1696.0,0,1
Pedro_AD_TIC,112.0,200.0,0,1
manosunidaszgz,1870.0,2211.0,0,2
RedCarolinaMx,2356.0,1312.0,0,2
bramaccimmyt,3369.0,1261.0,1,1
ControlUnionPY,42.0,63.0,0,1
suerostegui,60.0,70.0,0,1
AnestesiolXvida,770.0,2120.0,0,1
czm_zarco,49.0,105.0,0,1
MarisolArguetaR,780.0,757.0,0,3
maryudta,409.0,1428.0,0,17
Gigial26Gigi,28.0,182.0,0,1
marianoalvar,187.0,126.0,4,0
pasillos2017,5.0,7.0,0,1
Caribe05,54.0,38.0,0,1
CAFG_Research,245.0,171.0,0,1
isabelpalleja,1208.0,1233.0,0,1
olgaortiz_1,20.0,7.0,0,1
rananos,1542.0,539.0,0,1
fmachicadom,284.0,338.0,0,3
VelaJuanvela,727.0,2703.0,0,1
ConsumidoresGal,1161.0,279.0,0,1
zulueta23,2104.0,2345.0,1,0
JCMorcillo2016,399.0,529.0,0,1
guiskiguiski,515.0,188.0,0,1
juanjolacasta,862.0,732.0,0,1
mdelgado171064,1006.0,813.0,0,1
OGutierrez101,4688.0,1388.0,0,1
ClimateKICspain,2473.0,1004.0,1,0
bel_merc,79.0,318.0,0,1
JuanCrisGarcia,885.0,1417.0,0,1
rquerolbello,2709.0,1449.0,0,1
DavidTaboadac,24.0,31.0,0,1
sorylozano1,460.0,682.0,0,3
ambienteysoc,19431.0,1961.0,3,5
MONTESsinplast,205.0,222.0,0,2
alcalajuventud,976.0,1170.0,0,2
vychisoisse,82.0,187.0,0,1
fer_rgallardo,107.0,303.0,0,1
PalPalacios86,41.0,222.0,0,1
Gideon_de_beer,235.0,235.0,0,1
Beautyfer12,290.0,418.0,0,1
negoestratega,2453.0,483.0,0,1
raulsan1998,2458.0,4999.0,2,1
fempcomunica,12433.0,2514.0,0,1
villaocho,434.0,803.0,0,1
AlexIssacovitch,100.0,110.0,0,1
paguilarcnjur,216.0,84.0,0,1
MagnoliaSantaM,612.0,732.0,0,1
mapilgar,1956.0,2652.0,0,2
RuthDuranona,42.0,638.0,0,22
jjaguirreg,216.0,953.0,0,5
Lauraroblees1,68.0,112.0,0,1
ljcampuzano,851.0,281.0,0,1
catalinagq97,203.0,293.0,0,1
ANadiaGarrido,510.0,1530.0,0,6
Olimosi,435.0,795.0,0,2
Brizeidaher,754.0,2153.0,0,1
ObservatorioC,3536.0,496.0,1,0
inexsos,713.0,810.0,1,0
xdehennin,339.0,402.0,0,2
Natashantn,124.0,121.0,0,1
azpeitia68,190.0,410.0,0,1
Pedro04751073,9.0,133.0,0,1
embacubairlanda,1300.0,2395.0,0,1
marti160patria,4840.0,997.0,0,3
doloresojeda1,2897.0,592.0,0,1
NanocarPlus,14.0,38.0,0,1
villarruel33,431.0,434.0,0,1
berroteranlida,97.0,124.0,0,1
sopamadrid,438.0,786.0,1,1
edo_guzman,46.0,87.0,0,1
mamr_bxl,107.0,132.0,0,2
TobleroneCubano,3739.0,3314.0,0,1
ecosistemas_eus,193.0,120.0,0,1
lebasiasi,127.0,379.0,0,1
AOMALDONADO,359.0,301.0,0,1
gracemezcal,71.0,345.0,0,5
Cristin66039272,17.0,172.0,0,1
Quietmango99,2.0,88.0,0,3
monmagro,110.0,349.0,0,1
psoecordoba,2827.0,2238.0,0,1
paulalvarez,713.0,877.0,1,0
sc_sagrario,249.0,312.0,0,1
Eduardoherguz,1.0,81.0,0,1
Bessy_Rios,17675.0,1691.0,0,1
Llanogassaesp,4612.0,173.0,0,2
kositator,87.0,566.0,0,1
ICOgob,5779.0,173.0,1,0
ProfJordiFont,181.0,1090.0,0,1
RumbosdelPeru,2563.0,923.0,0,1
Noe_Perez_M,1467.0,1449.0,0,1
FrigolsAnna,556.0,510.0,0,1
EapnAs,861.0,381.0,0,1
econexos,761.0,195.0,0,1
PactoMundial,17243.0,556.0,21,3
horaps,824.0,1080.0,0,1
Luisa_Agu_23,21.0,20.0,0,1
SergAguado,1007.0,2903.0,0,1
andreattaa,235.0,249.0,0,1
CongresoCyD2016,171.0,1395.0,0,1
IvReversible,7.0,24.0,2,0
CruzYomil,8.0,13.0,0,1
JoseMaPalomares,5852.0,719.0,1,0
vmendezdevigo,969.0,886.0,0,1
moratalaz_ies,85.0,56.0,0,1
MariaEscEsc,1601.0,761.0,0,1
arturorangelbm,575.0,430.0,0,2
nanetegarces,642.0,2398.0,0,2
funderetica,363.0,346.0,0,1
jjmedca,312.0,1072.0,0,3
OmixCambre,439.0,489.0,0,1
fidelfotografo,842.0,795.0,0,1
oliancona,41.0,143.0,0,1
RedConsolida,25.0,144.0,0,2
ramonmero3,207.0,291.0,0,1
JClemente_P,124.0,417.0,1,0
YohanRo16254630,235.0,240.0,0,3
RichardNeira_C,164.0,752.0,0,1
Comares28,123.0,268.0,0,2
SDGaction,94876.0,3498.0,0,1
m_martinez80,268.0,923.0,0,1
JavierLoscerta2,124.0,71.0,0,1
GeopoliticaXXI,1706.0,703.0,0,1
unabicimas_uy,472.0,234.0,0,1
AleAltman,1820.0,2670.0,0,1
DomingzD,109.0,107.0,0,1
ajgmc1,341.0,672.0,0,1
MediosTec21_Vva,2607.0,4970.0,0,1
MaryGomezBenito,307.0,293.0,1,2
cloticuellar,896.0,451.0,1,1
mjalzari,503.0,653.0,0,7
Accem_ong,12474.0,780.0,1,0
LaliLalylas,45.0,97.0,0,1
CONTUGAS_SAC,1981.0,314.0,2,0
mjcalvimontes,33675.0,10857.0,1,3
ExpertusTurismo,496.0,298.0,0,1
generaltachin,4756.0,5119.0,0,1
infoHIDRAQUA,3105.0,2264.0,2,2
SergioGratero12,103.0,249.0,0,1
celiarug,113.0,362.0,0,2
multicolor82,238.0,919.0,0,1
yolacervantes,244.0,618.0,0,1
JuanGuillermoRT,3373.0,3176.0,0,1
Camgonz0,78.0,25.0,0,2
EteVuelve2019,4738.0,4173.0,1,0
MariaRosaAvila,517.0,1378.0,8,0
MartorellEster,17.0,102.0,1,0
aecidecuador,1892.0,290.0,0,1
anacsra,33.0,397.0,0,1
GlII3t,83.0,363.0,0,1
enagas,4598.0,622.0,1,0
Ale_Sanw,133.0,229.0,0,2
in_poche_parole,234.0,749.0,0,1
CarlosVohringer,424.0,503.0,0,1
monitarula,271.0,1068.0,0,2
SoniaEsteve4,5.0,46.0,0,1
RominaGarzonB,349.0,549.0,0,1
dirmarxismoua,12.0,56.0,0,1
ambientalers,14.0,137.0,2,2
YadiraGPB,89.0,133.0,0,1
EfaValdemilanos,100.0,110.0,0,1
AlexGodoyF_,3992.0,1367.0,0,1
vikingojohn,1120.0,2419.0,0,1
monika200811,33.0,88.0,0,1
elchejuventud,2488.0,249.0,0,2
roberuiz2,187.0,601.0,1,0
DiegoVacas,293.0,229.0,0,1
almaterramagna,54.0,203.0,0,1
jori_armbruster,572.0,351.0,0,1
delah50,193.0,659.0,0,1
isauralealf,2512.0,301.0,0,1
IgualdadZGZ,1140.0,320.0,0,1
Eduardo_19F,38.0,326.0,0,1
UNGRD,80435.0,969.0,1,0
marijoriveroo,107.0,149.0,0,1
renier60759355,251.0,43.0,0,1
JuniorSyndod,90.0,637.0,0,1
ArquimedesJaenG,6208.0,249.0,0,2
natacarbonell,4580.0,4724.0,11,18
DiaconoOikos,1751.0,1895.0,0,1
formenteril,1247.0,3162.0,0,2
mgarciab01,1259.0,1999.0,0,1
JohanaMolino,122.0,124.0,0,1
JosMenalvarez1,44.0,160.0,0,1
UFUK89486848,667.0,640.0,0,2
mx_primavera,184.0,2238.0,0,1
PNUDArgentina,8308.0,5029.0,15,0
_IAS_7,286.0,1351.0,0,2
pachecoperal,15061.0,12254.0,0,1
educaCNIIE,71513.0,4170.0,9,1
sjperdomo,77.0,756.0,0,1
rosmogar,508.0,599.0,0,1
GlobalShapersMV,1123.0,1019.0,1,0
Confae,1270.0,1081.0,0,1
ArrecifesCoral,1001.0,433.0,4,1
Vodkondesa,137.0,183.0,0,1
RebeccArteaga,1035.0,2112.0,0,3
petroides,3865.0,4161.0,0,6
ConectarseOk,62.0,199.0,0,1
OscarAVillaR,184.0,234.0,0,1
Maite_Ibanez,1195.0,1127.0,1,0
Carla_ruiz9,56.0,121.0,0,1
cesarnebot,2906.0,2315.0,0,3
sellofairtrade,3491.0,908.0,12,10
ASA_Andalucia,2238.0,678.0,1,0
AlinaQuintana6,72.0,97.0,0,3
redongdmad,3013.0,1739.0,2,6
DireccionAmaya,547.0,670.0,0,2
ADRIANSYSNET,1519.0,5002.0,0,1
dimigabriela,31.0,161.0,0,1
carofuentes13,606.0,804.0,0,3
paulocastano14,76.0,38.0,0,1
SebastianCoba1,3.0,62.0,0,5
ecoklas,98.0,229.0,1,0
Payolart,39.0,412.0,1,0
BibliotecasRBJ,1282.0,174.0,0,4
INIA_es,1546.0,199.0,2,0
UNAGNicaragua,132.0,113.0,0,1
Juan6008,37.0,78.0,0,1
AnibelkisL,1031.0,458.0,0,1
Luccixf,24.0,113.0,0,1
GQuijandriaA,3838.0,5001.0,0,1
FortaleceOSC,533.0,473.0,2,0
Gas66mi,328.0,415.0,0,1
julyruizh,358.0,1347.0,0,1
AlondraRangelCa,13.0,63.0,0,1
FOCOINPADE,254.0,442.0,2,2
EvaMena07,188.0,234.0,0,1
MiguelCalix,1750.0,967.0,2,0
PrietoYouls,6.0,78.0,0,1
DianaPichardo26,62.0,92.0,0,1
FREDYPLASCENCIA,802.0,488.0,0,2
AliciaPuente17,74.0,104.0,0,1
HillaryGA,285.0,133.0,0,1
DAMUNLP,128.0,215.0,0,2
AmadorAguillon,518.0,117.0,0,1
AEXCID_,1247.0,736.0,2,0
MarMunyoz,689.0,1237.0,0,1
msilviaduarte,734.0,648.0,1,1
ICEFI,7528.0,368.0,2,4
montes_mnatural,5142.0,1421.0,0,2
chusos,402.0,692.0,0,1
domenech60,488.0,406.0,0,1
IntegracionLAC,1112.0,987.0,0,1
Aprodisca,597.0,297.0,0,1
PulmonparMasaya,22.0,53.0,0,1
Agenda2030Peru,887.0,1872.0,1,1
Gaby_Fojaco,646.0,280.0,0,1
mariavilla201,142.0,140.0,0,1
cermicantabria,157.0,40.0,0,2
agostogabriela,1115.0,977.0,8,21
ASHES_TO_LIFE,595.0,1852.0,1,4
Mariela_rmora,2233.0,1670.0,0,1
humbertoglezarr,573.0,1694.0,0,1
RosaCarmo15,135.0,145.0,0,1
lourdesbuisan,1680.0,1495.0,0,1
No_gracias_Q,44.0,213.0,0,1
arturo_r2d2afm,58.0,298.0,0,1
sonegares,53.0,158.0,0,1
txellripoll,427.0,541.0,2,0
carlotasalazar,4251.0,5002.0,0,1
g_lm,223.0,257.0,0,1
colombiaintelig,451.0,336.0,0,1
epedrini,765.0,1354.0,2,0
Olga__Estella,89.0,178.0,0,1
Eurona_WTelecom,28645.0,694.0,0,1
saragarciajmnz,230.0,506.0,0,1
parreno_oscar,94.0,179.0,0,1
SoniaMulero,6438.0,2410.0,0,1
JulietaSanabr11,83.0,137.0,0,1
CosmoCaixa,56522.0,453.0,0,6
AMacedaVeiga,1045.0,833.0,0,1
guitartenis,22.0,194.0,0,1
Amalin41859779,43.0,22.0,0,1
Verajos5,55.0,122.0,0,1
Ceciliaromeral3,104.0,155.0,0,1
ONGDeuskadi,3130.0,486.0,0,4
FENEDEVenezuela,887.0,1074.0,1,0
DerlyAldanaQ,17.0,73.0,0,2
Frankartur,578.0,398.0,0,1
MichelCarlosSa2,88.0,154.0,0,1
amarcepizarro,833.0,3603.0,0,2
juan_carlosbaez,750.0,593.0,0,1
Mewozafra,90.0,92.0,0,1
CeciliaMichea,553.0,2140.0,0,1
FEACEM,951.0,190.0,2,1
Gestran_SA,354.0,638.0,0,1
David_CCSS,1201.0,1294.0,1,4
FAOAmericas,72315.0,9562.0,1,0
habran96516266,7.0,52.0,0,1
JorgeRo11039271,1.0,6.0,0,2
azso120580,83.0,237.0,0,1
aiesecspain,4247.0,1364.0,0,1
RogelioLenGarc1,39.0,144.0,0,1
adellagiovanna,1621.0,2499.0,1,0
Pabonhn,285.0,634.0,0,1
HuachoChavez,27.0,238.0,0,1
Andresdomengo,1.0,10.0,0,1
Glindoz,790.0,694.0,0,1
ferluis_97,345.0,795.0,0,1
GC_Esperanza,1615.0,285.0,0,1
MODESSV,2.0,14.0,1,0
Imambiental,286.0,427.0,0,1
moisnavarro,3746.0,970.0,0,2
robila123456,664.0,578.0,0,1
RicardoAlmanza1,828.0,2282.0,0,1
yamila_abreu,1.0,7.0,0,2
Pelutxeta,45.0,113.0,0,2
caceresmerello,505.0,1245.0,0,1
stefanomanservi,7676.0,710.0,0,2
unescoetxea,2017.0,728.0,1,0
babyvaldesm,243.0,772.0,0,1
NurietaAlvarez,449.0,460.0,0,2
GreenSquad7,121.0,462.0,0,1
BibliotecaCEPAL,5453.0,1274.0,7,2
CurbeloNiurka,185.0,341.0,0,2
alelitz,1324.0,2094.0,0,1
mpaulita99,57.0,242.0,0,1
mariadeynoa,74.0,77.0,0,1
maribeltuiter,259.0,300.0,0,1
JoseviRonda,136.0,786.0,0,1
AMPPCamaguey1,608.0,1375.0,0,2
josemariapuerta,3902.0,2788.0,2,0
forenses_uab,523.0,4967.0,0,1
jorgenangel,448.0,202.0,0,1
DeFerrariMir,104.0,284.0,0,1
juanjaimeolguin,1290.0,1321.0,2,0
Mirkoicq,91.0,316.0,0,1
axbecerr,66.0,638.0,0,2
MCarmenOrgiles,1819.0,1576.0,0,1
RadioViajera,4373.0,824.0,1,0
suscalvo,47.0,122.0,1,1
Cooperama1,117.0,145.0,1,0
dannamendoz_,40.0,61.0,0,1
habrasevisto,528.0,1103.0,0,2
martinkerres,33.0,90.0,0,1
berlysan71,22.0,21.0,0,1
Jaimemat1,557.0,1013.0,0,2
noemitorollo,165.0,280.0,3,2
LuisPoved,22.0,83.0,0,1
ar_itzi,172.0,259.0,0,1
up_aupex,3089.0,884.0,4,2
anfequiMex,22.0,62.0,0,1
CubacooperaJa,419.0,738.0,0,2
Sandraceva32,138.0,186.0,0,1
VanessaRomeroU,87.0,114.0,0,1
noedutic,97.0,153.0,1,0
GloriaAguirreA,67.0,279.0,0,2
MaristasGranada,770.0,354.0,1,0
danitar83,1059.0,2421.0,0,8
ConsulMexAtl,2959.0,513.0,0,1
Ven_GF,42.0,165.0,0,3
CCiudadanaEs,2159.0,1150.0,2,0
dianavazquezara,95.0,60.0,0,2
AndreaaGf,423.0,431.0,0,1
Fuliski,1215.0,3574.0,0,1
Roilan67349474,32.0,34.0,0,1
LorenaCoelhoM,137.0,185.0,0,1
robertotello11,1117.0,1537.0,0,1
gguerreroruiz,297.0,999.0,0,1
coderdojobag,291.0,853.0,2,0
Jurquizar,79.0,182.0,1,0
ascensidr,29.0,79.0,0,1
Quotidianus1,5.0,57.0,0,1
MARIOBO03774869,385.0,787.0,1,0
martag1477,133.0,101.0,0,2
sebas_navas_a,222.0,836.0,0,1
Blog_Materiales,868.0,930.0,0,1
FabyNolly,223.0,1341.0,0,1
Ramonoliver,189.0,490.0,0,1
libunca,586.0,566.0,0,1
CarmenPlanas,1885.0,793.0,0,1
IrmaAmaya_,1635.0,674.0,3,0
nanalaarana,426.0,1519.0,0,2
Carmia44775289,2.0,27.0,0,1
Nancy91215647,27.0,112.0,0,1
ddu_10,1806.0,951.0,10,4
